,dataset_index,machine,shot
14934,11492,east,65011
14935,12466,east,67416
14936,2668,d3d,162279
14937,15189,east,73177
14938,4442,d3d,166733
14939,19714,cmod,1140617027
14940,1061,d3d,158639
14941,8769,east,56771
14942,14089,east,70887
14943,17606,east,78854
14944,3621,d3d,164811
14945,18229,east,80137
14946,1006,d3d,158521
14947,10905,east,64149
14948,17917,east,79580
14949,11608,east,65627
14950,15080,east,73033
14951,15711,east,74029
14952,1238,d3d,158964
14953,7451,d3d,176100
14954,13771,east,70263
14955,12663,east,67683
14956,2935,d3d,162997
14957,6584,d3d,174210
14958,7225,d3d,175679
14959,19014,east,81399
14960,15722,east,74042
14961,10865,east,64098
14962,12001,east,66595
14963,5729,d3d,170891
14964,15707,east,74023
14965,10704,east,63802
14966,16655,east,75517
14967,12085,east,66711
14968,16429,east,75161
14969,14597,east,71642
14970,15554,east,73795
14971,14025,east,70707
14972,14385,east,71307
14973,20200,cmod,1150514006
14974,13944,east,70580
14975,5159,d3d,169516
14976,17592,east,78837
14977,16826,east,76758
14978,15827,east,74199
14979,111,d3d,156638
14980,19522,cmod,1140402019
14981,15481,east,73680
14982,15292,east,73334
14983,7066,d3d,175293
14984,5227,d3d,169843
14985,12970,east,68779
14986,1763,d3d,160192
14987,6436,d3d,173885
14988,17103,east,77388
14989,4633,d3d,167286
14990,12871,east,68441
14991,21321,cmod,1160422002
14992,6367,d3d,173702
14993,17609,east,78859
14994,4090,d3d,165964
14995,4601,d3d,167247
14996,18848,east,81188
14997,1413,d3d,159344
14998,6962,d3d,175051
14999,1634,d3d,159811
15000,15742,east,74063
15001,18778,east,81069
15002,8872,east,56926
15003,16500,east,75269
15004,21193,cmod,1160413002
15005,6927,d3d,174999
15006,14205,east,71029
15007,8241,east,55804
15008,9409,east,61107
15009,21423,cmod,1160505009
15010,3530,d3d,164585
15011,9731,east,62194
15012,4519,d3d,166907
15013,20681,cmod,1150804011
15014,12891,east,68506
15015,12157,east,66945
15016,20671,cmod,1150731019
15017,18234,east,80144
15018,4516,d3d,166903
15019,18557,east,80686
15020,11120,east,64482
15021,15969,east,74530
15022,13819,east,70399
15023,5105,d3d,169383
15024,13662,east,70105
15025,2079,d3d,160799
15026,1321,d3d,159176
15027,12264,east,67101
15028,21801,cmod,1160701008
15029,8527,east,56340
15030,22146,cmod,1160816013
15031,10871,east,64109
15032,19752,cmod,1140625017
15033,4853,d3d,167577
15034,11853,east,66399
15035,1146,d3d,158789
15036,13130,east,69096
15037,19924,cmod,1140729004
15038,16175,east,74848
15039,1771,d3d,160205
15040,1940,d3d,160493
15041,8049,east,55502
15042,4804,d3d,167516
15043,3138,d3d,163436
15044,3655,d3d,164872
15045,20972,cmod,1150916022
15046,16891,east,76917
15047,11368,east,64855
15048,11149,east,64519
15049,7074,d3d,175306
15050,298,d3d,156922
15051,17062,east,77282
15052,8871,east,56925
15053,2242,d3d,161095
15054,837,d3d,158166
15055,6191,d3d,173010
15056,17911,east,79574
15057,2144,d3d,160918
15058,21956,cmod,1160725019
15059,16333,east,75037
15060,12408,east,67317
15061,8174,east,55684
15062,1664,d3d,160016
15063,1857,d3d,160338
15064,17222,east,77599
15065,2546,d3d,161574
15066,11821,east,66322
15067,18210,east,80113
15068,21953,cmod,1160725011
15069,376,d3d,157121
15070,8891,east,56949
15071,12833,east,67941
15072,20677,cmod,1150804006
15073,11210,east,64592
15074,11782,east,66173
15075,21076,cmod,1150928027
15076,16957,east,77017
15077,16435,east,75179
15078,3411,d3d,164267
15079,1094,d3d,158694
15080,2179,d3d,161002
15081,1224,d3d,158950
15082,17194,east,77566
15083,15785,east,74133
15084,18422,east,80466
15085,6006,d3d,171977
15086,8812,east,56828
15087,10842,east,64048
15088,4852,d3d,167576
15089,16411,east,75142
15090,2076,d3d,160796
15091,17811,east,79342
15092,6003,d3d,171974
15093,2441,d3d,161417
15094,18488,east,80562
15095,19437,cmod,1140224019
15096,10632,east,63705
15097,305,d3d,156930
15098,8818,east,56839
15099,2552,d3d,161588
15100,10181,east,62780
15101,8333,east,55960
15102,14798,east,72430
15103,9676,east,62089
15104,19413,cmod,1140220013
15105,13746,east,70231
15106,13182,east,69181
15107,14153,east,70968
15108,9117,east,57449
15109,13573,east,69974
15110,15100,east,73062
15111,7681,d3d,176760
15112,17041,east,77245
15113,13968,east,70606
15114,778,d3d,158053
15115,19697,cmod,1140617006
15116,20411,cmod,1150625026
15117,20264,cmod,1150529021
15118,13649,east,70089
15119,9651,east,61927
15120,21746,cmod,1160629003
15121,12804,east,67901
15122,12670,east,67690
15123,18703,east,80947
15124,15448,east,73640
15125,10153,east,62752
15126,12082,east,66707
15127,2681,d3d,162314
15128,6881,d3d,174904
15129,13127,east,69093
15130,7369,d3d,175961
15131,10257,east,62880
15132,9819,east,62300
15133,2356,d3d,161264
15134,12004,east,66598
15135,2683,d3d,162317
15136,7376,d3d,175968
15137,17960,east,79665
15138,9133,east,57465
15139,21527,cmod,1160518024
15140,1227,d3d,158953
15141,4720,d3d,167402
15142,11402,east,64899
15143,9329,east,60064
15144,10539,east,63561
15145,10755,east,63885
15146,19768,cmod,1140701003
15147,18972,east,81349
15148,2616,d3d,162175
15149,18018,east,79772
15150,5241,d3d,169865
15151,7955,east,55332
15152,6090,d3d,172370
15153,3426,d3d,164287
15154,20978,cmod,1150916028
15155,8093,east,55579
15156,16240,east,74930
15157,13388,east,69630
15158,4366,d3d,166567
15159,15513,east,73730
15160,6155,d3d,172500
15161,21528,cmod,1160518025
15162,21912,cmod,1160720011
15163,7422,d3d,176036
15164,11801,east,66302
15165,11529,east,65070
15166,6266,d3d,173281
15167,15449,east,73641
15168,6642,d3d,174306
15169,8689,east,56646
15170,21441,cmod,1160505030
15171,14384,east,71306
15172,14020,east,70700
15173,5364,d3d,170105
15174,14417,east,71388
15175,13580,east,69990
15176,14926,east,72793
15177,3456,d3d,164357
15178,14259,east,71105
15179,13642,east,70080
15180,20500,cmod,1150716007
15181,21938,cmod,1160722004
15182,12439,east,67381
15183,15746,east,74068
15184,21196,cmod,1160413011
15185,2609,d3d,162168
15186,21879,cmod,1160712007
15187,1404,d3d,159320
15188,3128,d3d,163334
15189,1376,d3d,159292
15190,5459,d3d,170301
15191,20907,cmod,1150903002
15192,1677,d3d,160033
15193,20013,cmod,1140801023
15194,640,d3d,157742
15195,16159,east,74832
15196,10448,east,63432
15197,11288,east,64708
15198,20086,cmod,1140815019
15199,21008,cmod,1150922022
15200,2392,d3d,161351
15201,17864,east,79489
15202,7257,d3d,175737
15203,11829,east,66334
15204,6370,d3d,173714
15205,11546,east,65097
15206,7382,d3d,175976
15207,15504,east,73705
15208,20210,cmod,1150514017
15209,1720,d3d,160104
15210,18389,east,80405
15211,9223,east,59506
15212,9072,east,57375
15213,5151,d3d,169500
15214,3275,d3d,163804
15215,8976,east,57131
15216,18330,east,80313
15217,2522,d3d,161538
15218,8867,east,56921
15219,7113,d3d,175475
15220,2808,d3d,162770
15221,1597,d3d,159722
15222,11231,east,64621
15223,3104,d3d,163308
15224,6601,d3d,174246
15225,7347,d3d,175927
15226,20542,cmod,1150721010
15227,2894,d3d,162944
15228,1729,d3d,160118
15229,4277,d3d,166431
15230,10819,east,63992
15231,15393,east,73536
15232,310,d3d,156947
15233,18432,east,80487
15234,2127,d3d,160899
15235,20267,cmod,1150529024
15236,2288,d3d,161160
15237,11228,east,64616
15238,11929,east,66496
15239,21541,cmod,1160526002
15240,3047,d3d,163176
15241,14683,east,72134
15242,11159,east,64530
15243,22113,cmod,1160811002
15244,10734,east,63850
15245,5782,d3d,171213
15246,10990,east,64304
15247,2615,d3d,162174
15248,18761,east,81044
15249,12328,east,67184
15250,11669,east,65875
15251,16118,east,74742
15252,3707,d3d,165014
15253,9963,east,62495
15254,6631,d3d,174286
15255,8958,east,57085
15256,1488,d3d,159458
15257,11056,east,64391
15258,7566,d3d,176397
15259,17634,east,78917
15260,12350,east,67222
15261,20475,cmod,1150714015
15262,13007,east,68866
15263,9150,east,57488
15264,5128,d3d,169451
15265,13004,east,68861
15266,17764,east,79250
15267,14831,east,72631
15268,1563,d3d,159643
15269,2331,d3d,161232
15270,17701,east,79098
15271,6617,d3d,174264
15272,4647,d3d,167305
15273,7727,d3d,176883
15274,543,d3d,157506
15275,18118,east,79907
15276,15357,east,73463
15277,3347,d3d,164136
15278,7519,d3d,176289
15279,3706,d3d,165013
15280,14461,east,71449
15281,19575,cmod,1140514009
15282,5074,d3d,169331
15283,2494,d3d,161505
15284,20351,cmod,1150618008
15285,21451,cmod,1160506016
15286,18564,east,80694
15287,3032,d3d,163161
15288,8039,east,55491
15289,10616,east,63657
15290,6158,d3d,172506
15291,7638,d3d,176664
15292,14189,east,71012
15293,18348,east,80338
15294,13105,east,69038
15295,4598,d3d,167243
15296,2798,d3d,162760
15297,8677,east,56614
15298,13227,east,69253
15299,20613,cmod,1150728003
15300,11392,east,64884
15301,19529,cmod,1140408013
15302,16491,east,75260
15303,10334,east,63214
15304,19520,cmod,1140402016
15305,10803,east,63963
15306,7997,east,55436
15307,13996,east,70659
15308,15033,east,72949
15309,17028,east,77218
15310,19613,cmod,1140515021
15311,5857,d3d,171454
15312,5037,d3d,169114
15313,13326,east,69525
15314,5202,d3d,169608
15315,14526,east,71537
15316,18247,east,80165
15317,5018,d3d,169067
15318,12986,east,68835
15319,499,d3d,157411
15320,9911,east,62434
15321,1744,d3d,160150
15322,10742,east,63861
15323,8596,east,56471
15324,17358,east,78466
15325,21340,cmod,1160426008
15326,4578,d3d,167220
15327,14812,east,72606
15328,3099,d3d,163297
15329,20176,cmod,1150508025
15330,19281,cmod,1120705009
15331,17982,east,79705
15332,1543,d3d,159595
15333,14644,east,71707
15334,8625,east,56546
15335,7800,d3d,177021
15336,2346,d3d,161254
15337,10045,east,62598
15338,4928,d3d,168759
15339,6865,d3d,174883
15340,16416,east,75147
15341,8481,east,56249
15342,22299,cmod,1160831028
15343,19528,cmod,1140403021
15344,6335,d3d,173546
15345,7120,d3d,175484
15346,2718,d3d,162500
15347,12429,east,67358
15348,4949,d3d,168783
15349,13253,east,69313
15350,22347,cmod,1160913004
15351,2263,d3d,161127
15352,13971,east,70609
15353,10517,east,63522
15354,19288,cmod,1120713004
15355,14096,east,70895
15356,3686,d3d,164966
15357,5549,d3d,170449
15358,18504,east,80581
15359,14888,east,72740
15360,11192,east,64572
15361,22128,cmod,1160811022
15362,12257,east,67092
15363,1829,d3d,160294
15364,6454,d3d,173926
15365,1439,d3d,159384
15366,20093,cmod,1140815029
15367,18502,east,80579
15368,8811,east,56827
15369,19015,east,81400
15370,2379,d3d,161319
15371,18396,east,80416
15372,20165,cmod,1150508014
15373,21840,cmod,1160706031
15374,13263,east,69333
15375,14289,east,71151
15376,13681,east,70145
15377,5788,d3d,171222
15378,21791,cmod,1160630027
15379,9367,east,60192
15380,2332,d3d,161233
15381,14561,east,71578
15382,9932,east,62464
15383,3026,d3d,163152
15384,17018,east,77204
15385,3267,d3d,163793
15386,16989,east,77140
15387,10664,east,63760
15388,21770,cmod,1160630004
15389,8672,east,56609
15390,20662,cmod,1150730031
15391,5591,d3d,170602
15392,6481,d3d,173990
15393,11488,east,65003
15394,1982,d3d,160569
15395,18961,east,81331
15396,11082,east,64420
15397,8161,east,55671
15398,14395,east,71324
15399,7117,d3d,175480
15400,10076,east,62640
15401,5478,d3d,170332
15402,11552,east,65110
15403,1909,d3d,160452
15404,8342,east,55986
15405,7912,east,55272
15406,6472,d3d,173962
15407,1410,d3d,159340
15408,3344,d3d,164114
15409,2582,d3d,161627
15410,17467,east,78634
15411,16785,east,76577
15412,16773,east,76523
15413,7723,d3d,176879
15414,16914,east,76949
15415,1108,d3d,158742
15416,9138,east,57473
15417,17305,east,77714
15418,4323,d3d,166490
15419,6378,d3d,173746
15420,20347,cmod,1150618004
15421,6876,d3d,174898
15422,17849,east,79457
15423,11504,east,65038
15424,14380,east,71300
15425,878,d3d,158294
15426,8636,east,56569
15427,6286,d3d,173315
15428,12222,east,67050
15429,16879,east,76905
15430,22206,cmod,1160824024
15431,1599,d3d,159724
15432,7272,d3d,175810
15433,11518,east,65054
15434,6623,d3d,174270
15435,5437,d3d,170276
15436,3259,d3d,163750
15437,16089,east,74700
15438,7402,d3d,176009
15439,14341,east,71223
15440,17875,east,79511
15441,18173,east,80047
15442,22322,cmod,1160908016
15443,9176,east,59344
15444,15753,east,74091
15445,20631,cmod,1150729010
15446,1706,d3d,160078
15447,17429,east,78578
15448,10606,east,63647
15449,19727,cmod,1140618019
15450,2456,d3d,161454
15451,3361,d3d,164172
15452,12822,east,67920
15453,17064,east,77285
15454,8385,east,56042
15455,10321,east,63137
15456,14022,east,70703
15457,22279,cmod,1160831003
15458,12857,east,67975
15459,19086,east,81496
15460,13973,east,70611
15461,15521,east,73739
15462,8638,east,56571
15463,2644,d3d,162247
15464,4709,d3d,167386
15465,5903,d3d,171577
15466,12030,east,66625
15467,10016,east,62568
15468,21471,cmod,1160511018
15469,7385,d3d,175983
15470,7455,d3d,176178
15471,3682,d3d,164957
15472,12564,east,67548
15473,1967,d3d,160545
15474,3432,d3d,164309
15475,3886,d3d,165433
15476,14855,east,72692
15477,10291,east,62938
15478,8245,east,55808
15479,2876,d3d,162922
15480,9635,east,61842
15481,4920,d3d,168717
15482,10914,east,64161
15483,14809,east,72603
15484,2435,d3d,161411
15485,4639,d3d,167296
15486,19559,cmod,1140513021
15487,285,d3d,156904
15488,18303,east,80266
15489,9444,east,61279
15490,8802,east,56816
15491,5191,d3d,169595
15492,12540,east,67521
15493,12416,east,67327
15494,13480,east,69741
15495,16334,east,75038
15496,15472,east,73666
15497,10994,east,64309
15498,17908,east,79568
15499,4425,d3d,166703
15500,18464,east,80529
15501,5499,d3d,170370
15502,19067,east,81471
15503,5655,d3d,170782
15504,19846,cmod,1140714031
15505,13259,east,69329
15506,6435,d3d,173874
15507,189,d3d,156761
15508,2230,d3d,161081
15509,17167,east,77506
15510,12237,east,67072
15511,14610,east,71666
15512,17975,east,79691
15513,22056,cmod,1160805008
15514,7898,east,55257
15515,17007,east,77188
15516,2033,d3d,160687
15517,5914,d3d,171600
15518,9178,east,59346
15519,8980,east,57148
15520,15103,east,73066
15521,2686,d3d,162320
15522,10724,east,63836
15523,16664,east,75527
15524,8832,east,56864
15525,3728,d3d,165035
15526,2231,d3d,161083
15527,12055,east,66659
15528,14602,east,71656
15529,10073,east,62637
15530,14343,east,71228
15531,9516,east,61444
15532,10042,east,62594
15533,22004,cmod,1160729010
15534,1315,d3d,159168
15535,5305,d3d,170003
15536,730,d3d,157971
15537,17684,east,79055
15538,13145,east,69118
15539,18138,east,79957
15540,13022,east,68884
15541,5318,d3d,170036
15542,10003,east,62551
15543,17404,east,78540
15544,20910,cmod,1150903005
15545,1330,d3d,159186
15546,13566,east,69967
15547,11613,east,65673
15548,9745,east,62208
15549,21295,cmod,1160420019
15550,12279,east,67126
15551,6441,d3d,173891
15552,10528,east,63548
15553,11330,east,64781
15554,12877,east,68459
15555,14832,east,72632
15556,6975,d3d,175150
15557,4156,d3d,166111
15558,21233,cmod,1160414020
15559,1630,d3d,159803
15560,3237,d3d,163666
15561,3609,d3d,164789
15562,17016,east,77202
15563,9573,east,61612
15564,14732,east,72276
15565,6787,d3d,174718
15566,12531,east,67504
15567,8783,east,56787
15568,10686,east,63784
15569,1093,d3d,158693
15570,8507,east,56305
15571,19994,cmod,1140801003
15572,18617,east,80766
15573,18126,east,79944
15574,16586,east,75392
15575,6357,d3d,173688
15576,7427,d3d,176041
15577,21046,cmod,1150925005
15578,5764,d3d,171166
15579,16058,east,74659
15580,13255,east,69324
15581,2991,d3d,163105
15582,15430,east,73605
15583,6507,d3d,174088
15584,17561,east,78778
15585,15641,east,73911
15586,15355,east,73461
15587,13557,east,69956
15588,18722,east,80971
15589,4194,d3d,166173
15590,16892,east,76920
15591,97,d3d,156611
15592,14814,east,72608
15593,18612,east,80760
15594,10869,east,64106
15595,21516,cmod,1160518013
15596,1162,d3d,158824
15597,11040,east,64364
15598,8778,east,56782
15599,12308,east,67161
15600,1004,d3d,158519
15601,4133,d3d,166078
15602,12840,east,67951
15603,15061,east,73014
15604,4810,d3d,167522
15605,12935,east,68743
15606,11825,east,66328
15607,11846,east,66392
15608,5615,d3d,170715
15609,14233,east,71073
15610,17144,east,77449
15611,5451,d3d,170292
15612,14352,east,71238
15613,17025,east,77213
15614,6222,d3d,173179
15615,3188,d3d,163497
15616,20821,cmod,1150819003
15617,4684,d3d,167356
15618,1211,d3d,158931
15619,1906,d3d,160449
15620,11119,east,64481
15621,15645,east,73918
15622,18839,east,81164
15623,4304,d3d,166460
15624,12403,east,67305
15625,5233,d3d,169849
15626,15623,east,73886
15627,9389,east,60225
15628,10520,east,63534
15629,9779,east,62258
15630,14201,east,71024
15631,15968,east,74529
15632,17296,east,77703
15633,9472,east,61323
15634,4350,d3d,166540
15635,21167,cmod,1160401031
15636,20096,cmod,1140819003
15637,6064,d3d,172217
15638,11494,east,65013
15639,12683,east,67717
15640,6102,d3d,172405
15641,14478,east,71467
15642,19026,east,81411
15643,21743,cmod,1160628024
15644,12639,east,67654
15645,12865,east,68423
15646,6229,d3d,173190
15647,14522,east,71531
15648,21536,cmod,1160525005
15649,4370,d3d,166572
15650,10406,east,63363
15651,17239,east,77627
15652,4298,d3d,166453
15653,12268,east,67105
15654,4159,d3d,166114
15655,16301,east,74992
15656,17848,east,79456
15657,11464,east,64978
15658,16308,east,75010
15659,10204,east,62808
15660,4021,d3d,165852
15661,19180,east,81675
15662,15350,east,73453
15663,7961,east,55340
15664,21110,cmod,1150930014
15665,12391,east,67277
15666,11831,east,66337
15667,17999,east,79731
15668,21812,cmod,1160701021
15669,502,d3d,157414
15670,19869,cmod,1140722001
15671,21237,cmod,1160414026
15672,5785,d3d,171218
15673,14649,east,71712
15674,14618,east,71675
15675,9077,east,57382
15676,6034,d3d,172096
15677,8729,east,56710
15678,12370,east,67247
15679,10186,east,62787
15680,13359,east,69576
15681,4779,d3d,167476
15682,20883,cmod,1150902004
15683,5076,d3d,169334
15684,1170,d3d,158832
15685,6337,d3d,173548
15686,18433,east,80488
15687,4306,d3d,166463
15688,19291,cmod,1120713020
15689,11348,east,64812
15690,12034,east,66630
15691,15001,east,72897
15692,7593,d3d,176491
15693,18101,east,79885
15694,20319,cmod,1150616014
15695,18072,east,79846
15696,13818,east,70398
15697,2538,d3d,161561
15698,19401,cmod,1121002014
15699,9983,east,62528
15700,1482,d3d,159452
15701,19000,east,81384
15702,15097,east,73059
15703,6561,d3d,174175
15704,2583,d3d,161628
15705,5498,d3d,170369
15706,9075,east,57378
15707,10947,east,64241
15708,19066,east,81470
15709,22184,cmod,1160818024
15710,20053,cmod,1140807008
15711,17488,east,78678
15712,21350,cmod,1160426018
15713,12126,east,66763
15714,8979,east,57147
15715,11644,east,65826
15716,13521,east,69837
15717,7746,d3d,176902
15718,20415,cmod,1150625030
15719,11944,east,66520
15720,5251,d3d,169889
15721,18141,east,79960
15722,15637,east,73905
15723,19215,cmod,1120203016
15724,15884,east,74414
15725,17713,east,79112
15726,21860,cmod,1160708008
15727,19075,east,81479
15728,1735,d3d,160125
15729,5972,d3d,171935
15730,706,d3d,157934
15731,10998,east,64315
15732,9346,east,60130
15733,10049,east,62602
15734,4772,d3d,167463
15735,3817,d3d,165242
15736,20441,cmod,1150708021
15737,13374,east,69612
15738,16804,east,76688
15739,9519,east,61450
15740,8947,east,57055
15741,18979,east,81358
15742,9189,east,59360
15743,14562,east,71579
15744,7924,east,55298
15745,4189,d3d,166168
15746,13188,east,69191
15747,9528,east,61490
15748,22480,cmod,1160926018
15749,14746,east,72323
15750,10540,east,63562
15751,1458,d3d,159416
15752,3555,d3d,164621
15753,12093,east,66720
15754,2997,d3d,163111
15755,8483,east,56251
15756,2167,d3d,160980
15757,1833,d3d,160298
15758,610,d3d,157704
15759,3301,d3d,164046
15760,10326,east,63194
15761,16292,east,74983
15762,10390,east,63325
15763,16800,east,76665
15764,16340,east,75044
15765,12026,east,66620
15766,8940,east,57040
15767,13713,east,70181
15768,18981,east,81360
15769,1666,d3d,160019
15770,22163,cmod,1160817012
15771,6532,d3d,174127
15772,4648,d3d,167306
15773,1082,d3d,158682
15774,16756,east,75651
15775,10113,east,62693
15776,3212,d3d,163526
15777,16199,east,74877
15778,21402,cmod,1160504004
15779,7266,d3d,175774
15780,3393,d3d,164242
15781,17129,east,77431
15782,17188,east,77556
15783,17662,east,78991
15784,11448,east,64960
15785,11718,east,65992
15786,21102,cmod,1150930006
15787,1727,d3d,160115
15788,14,d3d,156364
15789,4786,d3d,167484
15790,15871,east,74379
15791,3193,d3d,163503
15792,754,d3d,158013
15793,12110,east,66743
15794,7193,d3d,175605
15795,17733,east,79203
15796,8967,east,57116
15797,9557,east,61543
15798,15344,east,73447
15799,14432,east,71409
15800,10360,east,63273
15801,47,d3d,156465
15802,10971,east,64270
15803,4533,d3d,166929
15804,7486,d3d,176224
15805,13518,east,69834
15806,2390,d3d,161349
15807,9368,east,60193
15808,16535,east,75313
15809,805,d3d,158132
15810,2613,d3d,162172
15811,6861,d3d,174878
15812,8816,east,56835
15813,18562,east,80692
15814,21726,cmod,1160628005
15815,12035,east,66631
15816,21804,cmod,1160701011
15817,20320,cmod,1150616015
15818,3156,d3d,163457
15819,16540,east,75319
15820,1850,d3d,160331
15821,15150,east,73127
15822,2047,d3d,160707
15823,20292,cmod,1150610006
15824,9090,east,57400
15825,999,d3d,158513
15826,5713,d3d,170872
15827,15074,east,73027
15828,14771,east,72390
15829,1436,d3d,159381
15830,17803,east,79332
15831,2978,d3d,163054
15832,19962,cmod,1140731002
15833,9905,east,62423
15834,13625,east,70046
15835,8454,east,56200
15836,6069,d3d,172225
15837,16733,east,75625
15838,10999,east,64316
15839,21328,cmod,1160422012
15840,6016,d3d,171989
15841,21251,cmod,1160415011
15842,18837,east,81162
15843,7384,d3d,175980
15844,1222,d3d,158942
15845,3989,d3d,165714
15846,9277,east,59920
15847,14700,east,72230
15848,10456,east,63440
15849,780,d3d,158055
15850,10013,east,62565
15851,5379,d3d,170153
15852,3345,d3d,164134
15853,11760,east,66131
15854,9474,east,61325
15855,16097,east,74713
15856,13460,east,69712
15857,10683,east,63781
15858,21569,cmod,1160527007
15859,5644,d3d,170770
15860,22304,cmod,1160901021
15861,932,d3d,158391
15862,13658,east,70101
15863,11339,east,64803
15864,1262,d3d,158994
15865,16981,east,77131
15866,11878,east,66430
15867,12553,east,67536
15868,12818,east,67915
15869,10021,east,62573
15870,5278,d3d,169929
15871,18509,east,80587
15872,13620,east,70041
15873,8138,east,55643
15874,16187,east,74863
15875,1279,d3d,159014
15876,17009,east,77192
15877,2863,d3d,162905
15878,9027,east,57294
15879,12361,east,67235
15880,4271,d3d,166418
15881,16558,east,75346
15882,15772,east,74117
15883,18529,east,80613
15884,4355,d3d,166552
15885,11485,east,65000
15886,4232,d3d,166328
15887,12969,east,68778
15888,6445,d3d,173900
15889,6649,d3d,174419
15890,16876,east,76902
15891,17206,east,77578
15892,15800,east,74148
15893,17185,east,77539
15894,978,d3d,158475
15895,14067,east,70837
15896,9889,east,62397
15897,11025,east,64346
15898,13368,east,69606
15899,20019,cmod,1140801029
15900,11397,east,64890
15901,22369,cmod,1160914002
15902,16325,east,75029
15903,17611,east,78861
15904,4615,d3d,167264
15905,13396,east,69639
15906,1221,d3d,158941
15907,15037,east,72970
15908,5937,d3d,171631
15909,8433,east,56138
15910,17939,east,79624
15911,1199,d3d,158918
15912,7403,d3d,176010
15913,12287,east,67134
15914,5210,d3d,169625
15915,19623,cmod,1140521009
15916,22406,cmod,1160915031
15917,11585,east,65585
15918,1203,d3d,158922
15919,13602,east,70023
15920,9681,east,62094
15921,17361,east,78469
15922,17997,east,79728
15923,12342,east,67213
15924,12448,east,67392
15925,5546,d3d,170445
15926,10599,east,63640
15927,4618,d3d,167267
15928,21713,cmod,1160621019
15929,17812,east,79344
15930,19028,east,81413
15931,3512,d3d,164557
15932,16100,east,74716
15933,2063,d3d,160777
15934,20309,cmod,1150612029
15935,5035,d3d,169112
15936,191,d3d,156763
15937,4173,d3d,166137
15938,14183,east,71004
15939,10322,east,63139
15940,13161,east,69154
15941,6636,d3d,174293
15942,19715,cmod,1140618002
15943,477,d3d,157372
15944,10639,east,63716
15945,6365,d3d,173700
15946,9399,east,60243
15947,11155,east,64525
15948,5620,d3d,170720
15949,1880,d3d,160405
15950,8858,east,56911
15951,17295,east,77702
15952,14824,east,72623
15953,14847,east,72682
15954,15977,east,74538
15955,19888,cmod,1140723007
15956,16640,east,75500
15957,16459,east,75219
15958,6117,d3d,172438
15959,21584,cmod,1160608002
15960,14443,east,71429
15961,7028,d3d,175240
15962,5491,d3d,170354
15963,701,d3d,157919
15964,5923,d3d,171609
15965,21287,cmod,1160420011
15966,22275,cmod,1160830023
15967,19252,cmod,1120510007
15968,8601,east,56496
15969,5452,d3d,170294
15970,4752,d3d,167440
15971,9920,east,62443
15972,1942,d3d,160497
15973,19674,cmod,1140606030
15974,16993,east,77148
15975,4262,d3d,166400
15976,8793,east,56798
15977,21875,cmod,1160712001
15978,12695,east,67732
15979,3778,d3d,165112
15980,10491,east,63496
15981,10259,east,62882
15982,2376,d3d,161308
15983,15400,east,73547
15984,21312,cmod,1160421021
15985,1527,d3d,159561
15986,20405,cmod,1150625005
15987,19159,east,81647
15988,19826,cmod,1140714003
15989,3675,d3d,164903
15990,19179,east,81674
15991,458,d3d,157278
15992,8983,east,57151
15993,7465,d3d,176189
15994,6175,d3d,172538
15995,118,d3d,156647
15996,13146,east,69120
15997,1629,d3d,159802
15998,10114,east,62694
15999,22500,cmod,1160927015
16000,18167,east,80035
16001,7764,d3d,176941
16002,612,d3d,157706
16003,6457,d3d,173939
16004,8423,east,56119
16005,22060,cmod,1160805012
16006,18190,east,80088
16007,20208,cmod,1150514015
16008,20689,cmod,1150804025
16009,17952,east,79654
16010,8628,east,56552
16011,844,d3d,158178
16012,14568,east,71585
16013,8834,east,56866
16014,16801,east,76681
16015,153,d3d,156702
16016,12389,east,67271
16017,22471,cmod,1160923009
16018,15767,east,74111
16019,9769,east,62247
16020,7862,east,55201
16021,14762,east,72370
16022,17737,east,79208
16023,15279,east,73320
16024,11308,east,64752
16025,657,d3d,157788
16026,5238,d3d,169858
16027,224,d3d,156821
16028,17089,east,77369
16029,8451,east,56197
16030,6984,d3d,175165
16031,2222,d3d,161057
16032,8048,east,55501
16033,16129,east,74759
16034,10977,east,64289
16035,10155,east,62754
16036,22193,cmod,1160823006
16037,14230,east,71068
16038,14605,east,71660
16039,9246,east,59742
16040,7718,d3d,176867
16041,19073,east,81477
16042,7363,d3d,175954
16043,11634,east,65808
16044,22390,cmod,1160915013
16045,7216,d3d,175648
16046,9161,east,57499
16047,4424,d3d,166702
16048,2570,d3d,161609
16049,13448,east,69698
16050,13726,east,70195
16051,11181,east,64560
16052,7954,east,55331
16053,1709,d3d,160081
16054,19873,cmod,1140722005
16055,19097,east,81512
16056,6572,d3d,174196
16057,19809,cmod,1140702029
16058,9685,east,62110
16059,8304,east,55923
16060,19732,cmod,1140619002
16061,22522,cmod,1160929006
16062,12534,east,67515
16063,15602,east,73853
16064,4457,d3d,166792
16065,7335,d3d,175909
16066,9743,east,62206
16067,20408,cmod,1150625022
16068,2472,d3d,161476
16069,2387,d3d,161346
16070,18209,east,80112
16071,16353,east,75059
16072,1802,d3d,160248
16073,14712,east,72250
16074,4382,d3d,166598
16075,13455,east,69707
16076,4460,d3d,166799
16077,15867,east,74375
16078,900,d3d,158319
16079,21291,cmod,1160420015
16080,16197,east,74875
16081,21484,cmod,1160512014
16082,19992,cmod,1140801001
16083,340,d3d,157068
